review,aspect_category,sentiment
"With so many poor experiences to be had in the theater district, is truly an excellent find!",RESTAURANT#GENERAL,positive
We will return many times for this oasis in mid-town.,RESTAURANT#GENERAL,positive
I grew up on these bagels.,,
The staff is no nonsense.,SERVICE#GENERAL,positive
The food options rule.,FOOD#STYLE_OPTIONS,positive
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,FOOD#QUALITY,positive
Worth visiting the 1st Ave spot because it is the original store.,RESTAURANT#MISCELLANEOUS,positive
I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A.,,
"Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",,
I asked the chef what he recommends and he asked me if I like Uni. (,,
"For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.)",,
"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",FOOD#QUALITY,positive
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",,
The sake menu should not be overlooked!,DRINKS#STYLE_OPTIONS,positive
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",RESTAURANT#GENERAL,positive
Try the lobster teriyaki and the rose special roll.,FOOD#QUALITY,positive
Try the lobster teriyaki and the rose special roll.,FOOD#QUALITY,positive
We visited Orsay during NY Restaurant Week and tried their $35 menu.,,
"Service was very good - prompt, attentive and non-intrusive.",SERVICE#GENERAL,positive
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD#QUALITY,positive
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD#QUALITY,negative
Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS,positive
Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS,positive
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL,positive
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL,negative
"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",RESTAURANT#GENERAL,positive
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",SERVICE#GENERAL,neutral
"Seating is always prompt, though the restaurant does fill up in the evening.",SERVICE#GENERAL,positive
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",FOOD#QUALITY,positive
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",FOOD#QUALITY,negative
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",SERVICE#GENERAL,neutral
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE#GENERAL,positive
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE#GENERAL,positive
I have NEVER been disappointed in the Red Eye.,RESTAURANT#GENERAL,positive
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",AMBIENCE#GENERAL,positive
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",AMBIENCE#GENERAL,positive
I've never ordered anything else from their menu...there's no need to.,,
It's simply the best meal in NYC.,FOOD#QUALITY,positive
You cannot go wrong at the Red Eye Grill.,RESTAURANT#GENERAL,positive
"If we were to move from the upper east side, we would genuinely miss this restaurant.",RESTAURANT#GENERAL,positive
We've lived in the area for more than 8 years.,,
The restaurant is cute but not upscale.,AMBIENCE#GENERAL,neutral
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,FOOD#QUALITY,positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,FOOD#QUALITY,positive
I would highly recommend it.,RESTAURANT#GENERAL,positive
It's one of our favorite places to eat in NY.,RESTAURANT#GENERAL,positive
We had a great time at the Jekyll and hyde Pub last night.,RESTAURANT#GENERAL,positive
We were walking around the village and went into this place just for some drinks.,,
After really enjoying ourselves at the bar we sat down at a table and had dinner.,RESTAURANT#GENERAL,positive
The server was really cool and served us our food and drinks with a smile.,SERVICE#GENERAL,positive
The place's decor and hidden bathrooms made for a good laugh.,AMBIENCE#GENERAL,positive
The place's decor and hidden bathrooms made for a good laugh.,AMBIENCE#GENERAL,positive
I highly recommend visiting this restaurant and having dinner and drinks!,RESTAURANT#GENERAL,positive
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",RESTAURANT#MISCELLANEOUS,positive
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",RESTAURANT#GENERAL,positive
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",DRINKS#STYLE_OPTIONS,positive
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",FOOD#QUALITY,positive
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",FOOD#QUALITY,positive
The entertainment was great they have shows that go on through out the dinner.,AMBIENCE#GENERAL,positive
"Please take my advice, go and try this place.",RESTAURANT#GENERAL,positive
Its located in greenewich village.,,
You will not be disapointed at all.,RESTAURANT#GENERAL,positive
Our first time in New York and we had to try a New York Bagel.,,
We were not dissappointed in the least bit by this little gem.,RESTAURANT#GENERAL,positive
The bagel was huge.,FOOD#STYLE_OPTIONS,positive
They were served warm and had a soft fluffy interior.,FOOD#QUALITY,positive
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,FOOD#STYLE_OPTIONS,negative
I loved it and would HIGHLY RECOMMEND.,RESTAURANT#GENERAL,positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,FOOD#QUALITY,positive
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,SERVICE#GENERAL,positive
"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.",,
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD#QUALITY,positive
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD#QUALITY,positive
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY,positive
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY,positive
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY,positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",FOOD#QUALITY,positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",AMBIENCE#GENERAL,positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",SERVICE#GENERAL,positive
All the staff is absolutely professional!!,SERVICE#GENERAL,positive
I sometimes see the waiters don't have enough knowledge of their dishes.,,
But they do.,SERVICE#GENERAL,positive
"(that is A MUST, but not every restaurant can do...)",SERVICE#GENERAL,positive
"If you want to dine with large party, I recommend to make reservation BASEMENT.",,
"There's nice and quiet, small but enough for 6 (or more).",AMBIENCE#GENERAL,positive
This restaurant was way overhyped.,RESTAURANT#GENERAL,negative
My chow fun and chow see was really bland and oily.,FOOD#QUALITY,negative
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,FOOD#QUALITY,negative
The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY,neutral
The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY,neutral
The service was the only thing good about this restaurant.,SERVICE#GENERAL,positive
The service was the only thing good about this restaurant.,RESTAURANT#GENERAL,negative
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",AMBIENCE#GENERAL,negative
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD#QUALITY,negative
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD#QUALITY,negative
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD#QUALITY,negative
I definitely wouldn't go back.,RESTAURANT#GENERAL,negative
There are many Thai places in the city but so far Toons is #1.,,
Their pad penang is delicious and everything else is fantastic.,FOOD#QUALITY,positive
Their pad penang is delicious and everything else is fantastic.,FOOD#QUALITY,positive
The price is reasonable although the service is poor.,RESTAURANT#PRICES,positive
The price is reasonable although the service is poor.,SERVICE#GENERAL,negative
fresh restaurant was amazing........ food was delicious and of course fresh.,RESTAURANT#GENERAL,positive
fresh restaurant was amazing........ food was delicious and of course fresh.,FOOD#QUALITY,positive
